sessionActivity,sessionNotes,HbO2,activity label,percentCycles: 0 to 200% (peak detection comparison percentage),minutelyAvgScore: (average percent cycle value in minute),timestampStart: unix,timestampStart: unix
,,626,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,631,meeting,,,,
,,633,meeting,,,,
,,634,meeting,,,,
,,636,meeting,,,,
,,637,meeting,,,,
,,639,meeting,,,,
,,641,meeting,,,,
,,643,meeting,,,,
,,644,meeting,,,,
,,646,meeting,,,,
,,647,meeting,,,,
,,648,meeting,,,,
,,650,meeting,,,,
,,651,meeting,,,,
,,654,meeting,,,,
,,655,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,656,meeting,,,,
,,656,meeting,,,,
,,658,meeting,,,,
,,658,meeting,,,,
,,658,meeting,,,,
,,659,meeting,,,,
,,660,meeting,,,,
,,660,meeting,,,,
,,662,meeting,,,,
,,663,meeting,,,,
,,663,meeting,,,,
,,664,meeting,,,,
,,662,meeting,,,,
,,656,meeting,,,,
,,656,meeting,,,,
,,657,meeting,,,,
,,657,meeting,,,,
,,658,meeting,,,,
,,659,meeting,,,,
,,648,meeting,,,,
,,649,meeting,,,,
,,650,meeting,,,,
,,652,meeting,,,,
,,654,meeting,,,,
,,654,meeting,,,,
,,655,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,648,meeting,,,,
,,648,meeting,,,,
,,649,meeting,,,,
,,651,meeting,,,,
,,653,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,657,meeting,,,,
,,659,meeting,,,,
,,662,meeting,,,,
,,663,meeting,,,,
,,663,meeting,,,,
,,665,meeting,,,,
,,666,meeting,,,,
,,666,meeting,,,,
,,660,meeting,,,,
,,661,meeting,,,,
,,662,meeting,,,,
,,663,meeting,,,,
,,663,meeting,,,,
,,664,meeting,,,,
,,666,meeting,,,,
,,666,meeting,,,,
,,662,meeting,,,,
,,663,meeting,,,,
,,664,meeting,,,,
,,665,meeting,,,,
,,665,meeting,,,,
,,663,meeting,,,,
,,664,meeting,,,,
,,666,meeting,,,,
,,667,meeting,,,,
,,663,meeting,,,,
,,664,meeting,,,,
,,658,meeting,,,,
,,659,meeting,,,,
,,660,meeting,,,,
,,661,meeting,,,,
,,661,meeting,,,,
,,662,meeting,,,,
,,663,meeting,,,,
,,652,meeting,,,,
,,653,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,657,meeting,,,,
,,658,meeting,,,,
,,660,meeting,,,,
,,661,meeting,,,,
,,657,meeting,,,,
,,658,meeting,,,,
,,659,meeting,,,,
,,664,meeting,,,,
,,651,meeting,,,,
,,652,meeting,,,,
,,653,meeting,,,,
,,654,meeting,,,,
,,652,meeting,,,,
,,652,meeting,,,,
,,652,meeting,,,,
,,653,meeting,,,,
,,654,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,646,meeting,,,,
,,647,meeting,,,,
,,649,meeting,,,,
,,651,meeting,,,,
,,651,meeting,,,,
,,653,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,657,meeting,,,,
,,657,meeting,,,,
,,658,meeting,,,,
,,658,meeting,,,,
,,659,meeting,,,,
,,663,meeting,,,,
,,665,meeting,,,,
,,666,meeting,,,,
,,668,meeting,,,,
,,669,meeting,,,,
,,659,meeting,,,,
,,660,meeting,,,,
,,661,meeting,,,,
,,663,meeting,,,,
,,665,meeting,,,,
,,666,meeting,,,,
,,668,meeting,,,,
,,668,meeting,,,,
,,669,meeting,,,,
,,670,meeting,,,,
,,628,meeting,,,,
,,633,meeting,,,,
,,637,meeting,,,,
,,640,meeting,,,,
,,643,meeting,,,,
,,646,meeting,,,,
,,649,meeting,,,,
,,651,meeting,,,,
,,654,meeting,,,,
,,655,meeting,,,,
,,657,meeting,,,,
,,659,meeting,,,,
,,660,meeting,,,,
,,662,meeting,,,,
,,662,meeting,,,,
,,660,meeting,,,,
,,661,meeting,,,,
,,661,meeting,,,,
,,661,meeting,,,,
,,644,meeting,,,,
,,646,meeting,,,,
,,648,meeting,,,,
,,650,meeting,,,,
,,652,meeting,,,,
,,653,meeting,,,,
,,655,meeting,,,,
,,655,meeting,,,,
,,655,meeting,,,,
,,656,meeting,,,,
,,641,meeting,,,,
,,599,meeting,,,,
,,602,meeting,,,,
,,605,meeting,,,,
,,607,meeting,,,,
,,608,meeting,,,,
,,610,meeting,,,,
,,606,meeting,,,,
,,579,meeting,,,,
,,580,meeting,,,,
,,580,meeting,,,,
,,581,meeting,,,,
,,585,meeting,,,,
,,591,meeting,,,,
,,594,meeting,,,,
,,598,meeting,,,,
,,601,meeting,,,,
,,605,meeting,,,,
,,608,meeting,,,,
,,612,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,620,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,627,meeting,,,,
,,627,meeting,,,,
,,597,meeting,,,,
,,599,meeting,,,,
,,602,meeting,,,,
,,603,meeting,,,,
,,604,meeting,,,,
,,606,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,610,meeting,,,,
,,611,meeting,,,,
,,590,meeting,,,,
,,592,meeting,,,,
,,594,meeting,,,,
,,596,meeting,,,,
,,597,meeting,,,,
,,598,meeting,,,,
,,599,meeting,,,,
,,600,meeting,,,,
,,601,meeting,,,,
,,599,meeting,,,,
,,599,meeting,,,,
,,600,meeting,,,,
,,600,meeting,,,,
,,600,meeting,,,,
,,601,meeting,,,,
,,601,meeting,,,,
,,599,meeting,,,,
,,600,meeting,,,,
,,601,meeting,,,,
,,603,meeting,,,,
,,604,meeting,,,,
,,605,meeting,,,,
,,606,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,610,meeting,,,,
,,615,meeting,,,,
,,622,meeting,,,,
,,629,meeting,,,,
,,635,meeting,,,,
,,641,meeting,,,,
,,648,meeting,,,,
,,654,meeting,,,,
,,656,meeting,,,,
,,561,meeting,,,,
,,564,meeting,,,,
,,566,meeting,,,,
,,573,meeting,,,,
,,582,meeting,,,,
,,590,meeting,,,,
,,602,meeting,,,,
,,613,meeting,,,,
,,624,meeting,,,,
,,633,meeting,,,,
,,636,meeting,,,,
,,630,meeting,,,,
,,632,meeting,,,,
,,630,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,632,meeting,,,,
,,628,meeting,,,,
,,622,meeting,,,,
,,595,meeting,,,,
,,598,meeting,,,,
,,601,meeting,,,,
,,602,meeting,,,,
,,573,meeting,,,,
,,578,meeting,,,,
,,587,meeting,,,,
,,593,meeting,,,,
,,598,meeting,,,,
,,601,meeting,,,,
,,604,meeting,,,,
,,607,meeting,,,,
,,609,meeting,,,,
,,611,meeting,,,,
,,614,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,621,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,622,meeting,,,,
,,565,meeting,,,,
,,567,meeting,,,,
,,569,meeting,,,,
,,570,meeting,,,,
,,574,meeting,,,,
,,576,meeting,,,,
,,579,meeting,,,,
,,583,meeting,,,,
,,585,meeting,,,,
,,588,meeting,,,,
,,590,meeting,,,,
,,592,meeting,,,,
,,594,meeting,,,,
,,597,meeting,,,,
,,599,meeting,,,,
,,601,meeting,,,,
,,602,meeting,,,,
,,607,meeting,,,,
,,611,meeting,,,,
,,613,meeting,,,,
,,613,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,622,meeting,,,,
,,626,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,631,meeting,,,,
,,635,meeting,,,,
,,636,meeting,,,,
,,637,meeting,,,,
,,638,meeting,,,,
,,634,meeting,,,,
,,636,meeting,,,,
,,638,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,633,meeting,,,,
,,633,meeting,,,,
,,634,meeting,,,,
,,617,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,622,meeting,,,,
,,622,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,608,meeting,,,,
,,610,meeting,,,,
,,613,meeting,,,,
,,614,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,618,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,625,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,595,meeting,,,,
,,599,meeting,,,,
,,603,meeting,,,,
,,606,meeting,,,,
,,608,meeting,,,,
,,611,meeting,,,,
,,613,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,618,meeting,,,,
,,623,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,609,meeting,,,,
,,611,meeting,,,,
,,614,meeting,,,,
,,615,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,637,meeting,,,,
,,607,meeting,,,,
,,611,meeting,,,,
,,614,meeting,,,,
,,617,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,630,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,633,meeting,,,,
,,633,meeting,,,,
,,623,meeting,,,,
,,626,meeting,,,,
,,628,meeting,,,,
,,630,meeting,,,,
,,628,meeting,,,,
,,622,meeting,,,,
,,618,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,617,meeting,,,,
,,613,meeting,,,,
,,614,meeting,,,,
,,615,meeting,,,,
,,615,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,616,meeting,,,,
,,614,meeting,,,,
,,615,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,609,meeting,,,,
,,613,meeting,,,,
,,618,meeting,,,,
,,623,meeting,,,,
,,629,meeting,,,,
,,634,meeting,,,,
,,639,meeting,,,,
,,645,meeting,,,,
,,651,meeting,,,,
,,655,meeting,,,,
,,658,meeting,,,,
,,661,meeting,,,,
,,664,meeting,,,,
,,668,meeting,,,,
,,672,meeting,,,,
,,600,meeting,,,,
,,602,meeting,,,,
,,603,meeting,,,,
,,605,meeting,,,,
,,606,meeting,,,,
,,560,meeting,,,,
,,566,meeting,,,,
,,569,meeting,,,,
,,572,meeting,,,,
,,574,meeting,,,,
,,577,meeting,,,,
,,579,meeting,,,,
,,581,meeting,,,,
,,583,meeting,,,,
,,584,meeting,,,,
,,587,meeting,,,,
,,545,meeting,,,,
,,549,meeting,,,,
,,553,meeting,,,,
,,556,meeting,,,,
,,558,meeting,,,,
,,560,meeting,,,,
,,562,meeting,,,,
,,563,meeting,,,,
,,564,meeting,,,,
,,565,meeting,,,,
,,566,meeting,,,,
,,545,meeting,,,,
,,547,meeting,,,,
,,549,meeting,,,,
,,551,meeting,,,,
,,552,meeting,,,,
,,554,meeting,,,,
,,555,meeting,,,,
,,557,meeting,,,,
,,559,meeting,,,,
,,560,meeting,,,,
,,547,meeting,,,,
,,549,meeting,,,,
,,551,meeting,,,,
,,553,meeting,,,,
,,555,meeting,,,,
,,557,meeting,,,,
,,558,meeting,,,,
,,559,meeting,,,,
,,560,meeting,,,,
,,562,meeting,,,,
,,562,meeting,,,,
,,564,meeting,,,,
,,566,meeting,,,,
,,566,meeting,,,,
,,567,meeting,,,,
,,568,meeting,,,,
,,570,meeting,,,,
,,570,meeting,,,,
,,571,meeting,,,,
,,571,meeting,,,,
,,572,meeting,,,,
,,574,meeting,,,,
,,575,meeting,,,,
,,576,meeting,,,,
,,577,meeting,,,,
,,575,meeting,,,,
,,577,meeting,,,,
,,578,meeting,,,,
,,579,meeting,,,,
,,579,meeting,,,,
,,560,meeting,,,,
,,563,meeting,,,,
,,567,meeting,,,,
,,570,meeting,,,,
,,572,meeting,,,,
,,574,meeting,,,,
,,577,meeting,,,,
,,580,meeting,,,,
,,582,meeting,,,,
,,584,meeting,,,,
,,585,meeting,,,,
,,588,meeting,,,,
,,589,meeting,,,,
,,591,meeting,,,,
,,593,meeting,,,,
,,595,meeting,,,,
,,597,meeting,,,,
,,599,meeting,,,,
,,601,meeting,,,,
,,603,meeting,,,,
,,604,meeting,,,,
,,604,meeting,,,,
,,605,meeting,,,,
,,607,meeting,,,,
,,608,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,611,meeting,,,,
,,612,meeting,,,,
,,612,meeting,,,,
,,612,meeting,,,,
,,613,meeting,,,,
,,614,meeting,,,,
,,615,meeting,,,,
,,605,meeting,,,,
,,608,meeting,,,,
,,613,meeting,,,,
,,616,meeting,,,,
,,619,meeting,,,,
,,621,meeting,,,,
,,621,meeting,,,,
,,617,meeting,,,,
,,619,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,622,meeting,,,,
,,625,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,600,meeting,,,,
,,604,meeting,,,,
,,606,meeting,,,,
,,608,meeting,,,,
,,610,meeting,,,,
,,612,meeting,,,,
,,614,meeting,,,,
,,615,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,621,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,624,meeting,,,,
,,624,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,610,meeting,,,,
,,611,meeting,,,,
,,612,meeting,,,,
,,612,meeting,,,,
,,613,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,619,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,623,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,630,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,613,meeting,,,,
,,596,meeting,,,,
,,573,meeting,,,,
,,574,meeting,,,,
,,559,meeting,,,,
,,560,meeting,,,,
,,562,meeting,,,,
,,563,meeting,,,,
,,564,meeting,,,,
,,566,meeting,,,,
,,568,meeting,,,,
,,571,meeting,,,,
,,576,meeting,,,,
,,581,meeting,,,,
,,585,meeting,,,,
,,588,meeting,,,,
,,592,meeting,,,,
,,596,meeting,,,,
,,600,meeting,,,,
,,604,meeting,,,,
,,607,meeting,,,,
,,610,meeting,,,,
,,613,meeting,,,,
,,615,meeting,,,,
,,618,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,620,meeting,,,,
,,620,meeting,,,,
,,618,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,623,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,623,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,630,meeting,,,,
,,632,meeting,,,,
,,624,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,629,meeting,,,,
,,631,meeting,,,,
,,631,meeting,,,,
,,632,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,636,meeting,,,,
,,637,meeting,,,,
,,637,meeting,,,,
,,638,meeting,,,,
,,639,meeting,,,,
,,639,meeting,,,,
,,640,meeting,,,,
,,641,meeting,,,,
,,633,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,636,meeting,,,,
,,632,meeting,,,,
,,632,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,616,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,623,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,624,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,618,meeting,,,,
,,619,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,626,meeting,,,,
,,632,meeting,,,,
,,641,meeting,,,,
,,649,meeting,,,,
,,656,meeting,,,,
,,662,meeting,,,,
,,665,meeting,,,,
,,665,meeting,,,,
,,657,meeting,,,,
,,658,meeting,,,,
,,650,meeting,,,,
,,648,meeting,,,,
,,650,meeting,,,,
,,631,meeting,,,,
,,633,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,636,meeting,,,,
,,638,meeting,,,,
,,639,meeting,,,,
,,620,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,623,meeting,,,,
,,615,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,612,meeting,,,,
,,613,meeting,,,,
,,614,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,619,meeting,,,,
,,620,meeting,,,,
,,620,meeting,,,,
,,621,meeting,,,,
,,621,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,625,meeting,,,,
,,625,meeting,,,,
,,626,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,616,meeting,,,,
,,618,meeting,,,,
,,620,meeting,,,,
,,622,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,632,meeting,,,,
,,630,meeting,,,,
,,619,meeting,,,,
,,622,meeting,,,,
,,624,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,630,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,637,meeting,,,,
,,638,meeting,,,,
,,639,meeting,,,,
,,640,meeting,,,,
,,641,meeting,,,,
,,628,meeting,,,,
,,630,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,627,meeting,,,,
,,629,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,632,meeting,,,,
,,632,meeting,,,,
,,634,meeting,,,,
,,635,meeting,,,,
,,636,meeting,,,,
,,638,meeting,,,,
,,589,meeting,,,,
,,594,meeting,,,,
,,600,meeting,,,,
,,604,meeting,,,,
,,609,meeting,,,,
,,613,meeting,,,,
,,617,meeting,,,,
,,620,meeting,,,,
,,623,meeting,,,,
,,625,meeting,,,,
,,628,meeting,,,,
,,631,meeting,,,,
,,634,meeting,,,,
,,636,meeting,,,,
,,638,meeting,,,,
,,640,meeting,,,,
,,641,meeting,,,,
,,642,meeting,,,,
,,643,meeting,,,,
,,644,meeting,,,,
,,646,meeting,,,,
,,647,meeting,,,,
,,641,meeting,,,,
,,612,meeting,,,,
,,602,meeting,,,,
,,603,meeting,,,,
,,597,meeting,,,,
,,584,meeting,,,,
,,584,meeting,,,,
,,573,meeting,,,,
,,576,meeting,,,,
,,577,meeting,,,,
,,578,meeting,,,,
,,578,meeting,,,,
,,579,meeting,,,,
,,579,meeting,,,,
,,580,meeting,,,,
,,580,meeting,,,,
,,578,meeting,,,,
,,568,meeting,,,,
,,568,meeting,,,,
,,571,meeting,,,,
,,578,meeting,,,,
,,586,meeting,,,,
,,593,meeting,,,,
,,600,meeting,,,,
,,606,meeting,,,,
,,612,meeting,,,,
,,616,meeting,,,,
,,620,meeting,,,,
,,625,meeting,,,,
,,628,meeting,,,,
,,633,meeting,,,,
,,635,meeting,,,,
,,637,meeting,,,,
,,640,meeting,,,,
,,643,meeting,,,,
,,646,meeting,,,,
,,648,meeting,,,,
,,649,meeting,,,,
,,650,meeting,,,,
,,651,meeting,,,,
,,652,meeting,,,,
,,653,meeting,,,,
,,657,meeting,,,,
,,658,meeting,,,,
,,658,meeting,,,,
,,659,meeting,,,,
,,660,meeting,,,,
,,660,meeting,,,,
,,660,meeting,,,,
,,661,meeting,,,,
,,661,meeting,,,,
,,662,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,603,meeting,,,,
,,593,meeting,,,,
,,594,meeting,,,,
,,596,meeting,,,,
,,597,meeting,,,,
,,599,meeting,,,,
,,602,meeting,,,,
,,604,meeting,,,,
,,607,meeting,,,,
,,609,meeting,,,,
,,614,meeting,,,,
,,618,meeting,,,,
,,621,meeting,,,,
,,624,meeting,,,,
,,627,meeting,,,,
,,629,meeting,,,,
,,632,meeting,,,,
,,634,meeting,,,,
,,637,meeting,,,,
,,640,meeting,,,,
,,642,meeting,,,,
,,644,meeting,,,,
,,645,meeting,,,,
,,647,meeting,,,,
,,648,meeting,,,,
,,649,meeting,,,,
,,651,meeting,,,,
,,652,meeting,,,,
,,648,meeting,,,,
,,648,meeting,,,,
,,649,meeting,,,,
,,656,meeting,,,,
,,664,meeting,,,,
,,671,meeting,,,,
,,679,meeting,,,,
,,687,meeting,,,,
,,694,meeting,,,,
,,700,meeting,,,,
,,704,meeting,,,,
,,700,meeting,,,,
,,607,meeting,,,,
,,612,meeting,,,,
,,617,meeting,,,,
,,621,meeting,,,,
,,624,meeting,,,,
,,626,meeting,,,,
,,628,meeting,,,,
,,631,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,635,meeting,,,,
,,636,meeting,,,,
,,628,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,631,meeting,,,,
,,602,meeting,,,,
,,604,meeting,,,,
,,605,meeting,,,,
,,607,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,609,meeting,,,,
,,610,meeting,,,,
,,604,meeting,,,,
,,604,meeting,,,,
,,604,meeting,,,,
,,605,meeting,,,,
,,605,meeting,,,,
,,606,meeting,,,,
,,598,meeting,,,,
,,599,meeting,,,,
,,599,meeting,,,,
,,595,meeting,,,,
,,595,meeting,,,,
,,596,meeting,,,,
,,597,meeting,,,,
,,597,meeting,,,,
,,598,meeting,,,,
,,598,meeting,,,,
,,599,meeting,,,,
,,600,meeting,,,,
,,600,meeting,,,,
,,598,meeting,,,,
,,600,meeting,,,,
,,600,meeting,,,,
,,598,meeting,,,,
,,598,meeting,,,,
,,600,meeting,,,,
,,601,meeting,,,,
,,602,meeting,,,,
,,603,meeting,,,,
,,604,meeting,,,,
,,605,meeting,,,,
,,606,meeting,,,,
,,604,meeting,,,,
,,604,meeting,,,,
,,604,meeting,,,,
,,604,meeting,,,,
,,605,meeting,,,,
,,606,meeting,,,,
,,607,meeting,,,,
,,610,meeting,,,,
,,608,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,610,meeting,,,,
,,610,meeting,,,,
,,611,meeting,,,,
,,611,meeting,,,,
,,603,meeting,,,,
,,605,meeting,,,,
,,607,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,580,meeting,,,,
,,583,meeting,,,,
,,586,meeting,,,,
,,588,meeting,,,,
,,589,meeting,,,,
,,590,meeting,,,,
,,591,meeting,,,,
,,594,meeting,,,,
,,595,meeting,,,,
,,596,meeting,,,,
,,560,meeting,,,,
,,565,meeting,,,,
,,568,meeting,,,,
,,571,meeting,,,,
,,573,meeting,,,,
,,575,meeting,,,,
,,577,meeting,,,,
,,579,meeting,,,,
,,581,meeting,,,,
,,584,meeting,,,,
,,586,meeting,,,,
,,588,meeting,,,,
,,590,meeting,,,,
,,592,meeting,,,,
,,593,meeting,,,,
,,594,meeting,,,,
,,595,meeting,,,,
,,595,meeting,,,,
,,595,meeting,,,,
,,597,meeting,,,,
,,598,meeting,,,,
,,575,meeting,,,,
,,578,meeting,,,,
,,582,meeting,,,,
,,584,meeting,,,,
,,587,meeting,,,,
,,590,meeting,,,,
,,593,meeting,,,,
,,595,meeting,,,,
,,596,meeting,,,,
,,597,meeting,,,,
,,601,meeting,,,,
,,602,meeting,,,,
,,603,meeting,,,,
,,605,meeting,,,,
,,607,meeting,,,,
,,608,meeting,,,,
,,609,meeting,,,,
,,610,meeting,,,,
,,611,meeting,,,,
,,611,meeting,,,,
,,611,meeting,,,,
,,613,meeting,,,,
,,607,meeting,,,,
,,609,meeting,,,,
,,610,meeting,,,,
,,613,meeting,,,,
,,616,meeting,,,,
,,617,meeting,,,,
,,618,meeting,,,,
,,620,meeting,,,,
,,623,meeting,,,,
,,623,meeting,,,,
,,624,meeting,,,,
,,624,meeting,,,,
,,626,meeting,,,,
,,627,meeting,,,,
,,629,meeting,,,,
,,629,meeting,,,,
,,630,meeting,,,,
,,633,meeting,,,,
,,633,meeting,,,,
,,606,meeting,,,,
,,609,meeting,,,,
,,611,meeting,,,,
,,614,meeting,,,,
,,617,meeting,,,,
,,620,meeting,,,,
,,622,meeting,,,,
,,625,meeting,,,,
,,627,meeting,,,,
,,628,meeting,,,,
,,630,meeting,,,,
,,632,meeting,,,,
,,633,meeting,,,,
,,636,meeting,,,,
,,636,meeting,,,,
,,637,meeting,,,,
,,638,meeting,,,,
,,639,meeting,,,,
,,640,meeting,,,,
,,640,meeting,,,,
,,641,meeting,,,,
,,642,meeting,,,,
,,644,meeting,,,,
,,640,meeting,,,,
,,641,meeting,,,,
,,641,meeting,,,,
,,641,meeting,,,,
,,641,meeting,,,,
,,641,meeting,,,,
,,642,meeting,,,,
,,644,meeting,,,,
,,640,meeting,,,,
,,642,meeting,,,,
